source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,ps1_id,g,r,i,z,g_err,r_err,i_err,z_err,kine_prob,main_seq,multiple,bright,ra2k,de2k
330702624843481856,31.53578419080294,0.11723856,37.30613517138021,0.10074374,2.4413181550595495,0.12478875,9.55770664403724,0.14160997,-12.292050054335398,0.13299793,0.98407555,17.773754,19.063831,16.664904,0.0015724574778707,0.0319103514081714,0.0079306347240522,152760315357957967,19.3983993530273,18.1814002990723,17.0911998748779,16.6060009002686,0.0140909999608994,0.0016580000519752,0.0029559999238699,0.0028349999338388,0.9113333333333332,1,0,0,31.535730785889143,37.30618980270178
330864729792772096,30.082914148642285,0.07605961,37.69625383625024,0.06511377,2.424404822027055,0.08815929,9.997200011494105,0.09249002,-11.995388067462985,0.0939812,1.0698653,16.882278,18.132055,15.790902,0.0009513790735158,0.0156353622971996,0.0039041713343361,153230300828716166,18.5009002685547,17.247200012207,16.1977005004883,15.7412996292114,0.0071220002137124,0.0027920000720769,0.0014880000380799,0.0043950001709163,0.997,1,0,0,30.082857995374535,37.69630714907278
342882636699214464,30.05348619207869,0.04282745,37.89583778479176,0.048012782,2.3831014587065464,0.05232368,9.63500393121796,0.05845483,-11.95909788613169,0.07546054,1.0621327,16.354462,17.295237,15.403218,0.000623679819451,0.0069516697171482,0.002400626078768,153470300534385666,17.6751003265381,16.4561996459961,15.7796001434326,15.4955997467041,0.0055359997786581,0.0026100000832229,0.0047010001726448,0.0037120000924915,1.0,1,0,0,30.053431926823567,37.89589093632546
342957227394740352,29.608397114367985,0.08762459,38.34214886262297,0.084083214,2.0479802744866444,0.104844935,9.294506843078205,0.11994213,-12.3950348118877,0.12605019,1.0454253,17.577082,18.71413,16.526659,0.0012486756252918,0.0211596939799804,0.0060209221751704,154010296083371213,19.127799987793,17.8743000030518,16.9372997283936,16.5221004486084,0.0125059997662902,0.0080920001491904,0.003169999923557,0.0048799999058246,0.5643333333333334,1,0,0,29.608344445892357,38.342203951654795
343474410177401088,26.317180731207284,0.10548626,37.69227553357036,0.09612406,2.431581431765739,0.13182804,10.259978514335096,0.12658899,-11.550980849939627,0.14053561,1.0128738,17.469109,18.824984,16.318327,0.0013385240104313,0.0280221373260029,0.0060062964462296,153230263171681400,19.2509994506836,17.9993991851807,16.7845993041992,16.2185001373291,0.0097510004416108,0.0038159999530762,0.0019990000873804,0.0139380004256964,0.7983333333333333,1,0,0,26.31712310503259,37.69232687124901
319401569455164544,26.378790363356728,0.08716056,37.38681044751545,0.07786857,2.1609250757709426,0.09606694,10.085789202163925,0.12854877,-11.22309022009261,0.09681154,1.1031237,17.41952,18.776016,16.283709,0.0011520308448193,0.0242533584341347,0.0054101422611855,152860263787724836,19.0834999084473,17.827299118042,16.7129993438721,16.1870002746582,0.0091880001127719,0.0058969999663531,0.0052399998530745,0.0014420000370591,0.8213333333333334,1,0,0,26.37873394713327,37.38686032790304
322765074307943168,24.766597939887944,0.039324775,38.581888003398184,0.030289046,2.334184169577524,0.047432262,10.437438988705006,0.047581162,-11.521980754321898,0.035152882,1.0067213,15.984952,16.840284,15.072088,0.0004553565186558,0.0044142836061073,0.0017460061762351,154290247665678929,17.2176990509033,16.0405006408691,15.4687004089355,15.2104997634888,0.0033990000374615,0.0031640001107007,0.0026670000515878,0.003969999961555,0.5213333333333333,1,0,0,24.76653859793656,38.58193921218655
342508317412808064,28.209316546251863,0.12203627,37.18789135114178,0.10559531,2.1263105383608494,0.15265635,9.950272604458416,0.122102104,-11.85453550658798,0.124440365,0.93209714,17.838696,19.147894,16.726395,0.0014338019999479,0.030910522364789,0.0077144687931373,152620282092906116,19.4850997924805,18.2476005554199,17.173900604248,16.6804008483887,0.0125909997150302,0.0039920001290738,0.0019769999198615,0.0063680000603199,0.845,1,0,0,28.209261035000143,37.18794403795331
342733962111154432,28.629488688713828,0.10435826,37.73563002158824,0.10393574,2.5281407508249996,0.11877104,9.860265016343227,0.13355058,-11.89256450535066,0.15156592,0.9284343,17.864634,19.090843,16.760862,0.0015687317491743,0.0317480647262454,0.0081267689970339,153280286294813420,19.5233993530273,18.274299621582,17.1914005279541,16.6984996795654,0.0159740000963211,0.0042570000514388,0.0037609999999404,0.0038509999867528,0.9316666666666666,1,0,0,28.62943327515375,37.73568287741751
342744029514480640,28.73762997778316,0.05235032,37.97263245234101,0.042700116,2.175753550564895,0.060958933,9.90543202702526,0.052357484,-12.000631461552604,0.05775998,0.9548178,15.968496,16.80635,15.056382,0.000629960741399,0.0060975060524718,0.0024093220980368,153560287376057811,17.146900177002,16.0053997039795,15.4413003921509,15.177300453186,0.0071129999123513,0.005202000029385,0.0035540000535547,0.0031190000008791,1.0,1,0,0,28.73757413113874,37.97268578846763
